CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,SSC_Marks,HSC_Marks,ExtracurricularActivities_Yes,PlacementTraining_Yes,PlacementStatus_Placed
7.8,0,2,0,74,4.3,56,64,0,0,0
7.4,2,1,2,70,4.3,76,67,0,1,0
7.9,1,1,1,79,4.0,55,61,0,0,0
6.7,2,2,0,65,4.7,66,62,0,0,0
7.2,1,1,0,84,4.3,63,67,0,1,0
8.3,2,1,1,81,4.0,55,70,1,1,1
8.1,1,2,1,80,4.4,76,85,1,1,1
7.5,1,3,0,80,4.3,73,73,1,1,0
8.2,2,1,2,81,4.0,83,86,1,1,0
8.3,1,2,1,85,4.8,67,82,1,1,1
7.6,1,1,0,79,4.0,62,69,0,1,0
7.5,1,1,1,70,4.6,55,65,0,1,0
8.7,1,3,0,90,4.2,71,68,1,1,1
7.6,0,2,0,84,4.2,74,69,0,0,0
7.6,1,1,0,88,4.2,55,57,1,1,1
7.6,0,1,1,76,4.5,65,68,0,0,0
8.3,2,2,0,81,4.0,75,82,1,0,1
7.6,0,2,1,60,4.3,55,60,0,1,0
8.0,2,3,1,87,4.7,87,86,1,1,1
8.4,1,3,1,84,4.5,75,88,1,1,1
8.4,2,3,2,83,4.8,79,82,1,0,0
7.5,2,1,0,71,3.4,84,65,1,0,0
6.5,1,1,0,81,3.9,55,70,0,1,0
7.6,1,2,1,79,4.2,73,85,0,1,1
7.6,1,2,0,74,4.6,59,60,0,1,0
8.0,1,3,0,81,4.3,72,71,1,1,0
7.6,0,2,0,79,4.0,55,70,1,1,0
8.6,1,3,2,90,4.8,74,87,1,1,1
7.2,1,2,2,76,3.6,60,75,0,0,0
7.6,1,3,2,72,4.2,55,60,0,0,0
7.5,1,3,1,89,4.8,80,86,1,1,0
7.6,0,2,1,85,4.6,72,64,0,1,1
7.0,1,3,0,90,4.2,72,84,0,1,1
8.0,1,3,3,90,4.7,68,85,1,1,1
7.4,1,1,0,70,4.0,55,67,0,1,0
8.1,2,3,0,90,4.4,78,86,0,1,1
8.1,1,1,0,79,4.4,73,88,1,1,0
7.4,0,1,1,67,4.5,55,68,1,0,0
6.8,1,2,0,69,3.7,57,71,0,1,0
6.9,1,3,0,77,4.8,80,80,1,1,1
8.2,1,3,2,87,4.8,90,85,1,0,1
8.0,1,2,2,82,4.7,75,73,1,1,1
7.7,1,1,1,67,3.9,55,66,0,0,0
8.5,1,3,0,76,3.9,64,61,1,1,0
8.1,2,3,1,74,4.0,61,82,1,0,0
8.1,2,3,0,75,3.5,70,64,1,1,0
6.7,0,3,0,77,4.6,55,64,0,0,0
8.4,1,2,1,84,4.3,72,67,1,1,0
8.2,1,0,2,90,4.7,73,88,1,1,1
7.5,1,2,0,72,4.4,77,69,0,1,1
7.4,1,3,2,74,4.6,82,66,1,1,0
8.4,0,2,2,80,4.1,75,63,1,1,1
8.2,1,2,2,89,4.3,79,80,1,0,1
6.5,0,1,1,70,4.2,55,63,0,1,0
7.5,2,1,0,70,4.6,73,79,1,0,0
8.4,2,1,1,78,3.9,57,62,1,1,0
7.6,1,2,2,87,3.9,55,82,0,0,1
8.9,2,3,2,90,4.7,81,87,1,1,1
6.6,1,1,0,77,3.9,55,70,0,0,0
8.7,2,3,2,90,4.8,83,85,1,1,1
8.7,1,3,2,89,4.7,79,81,1,1,1
8.5,2,3,2,90,4.8,72,85,1,1,1
8.5,2,3,2,88,4.4,88,85,1,1,1
7.4,1,3,1,71,4.1,87,64,0,1,1
7.5,1,1,0,75,4.4,68,69,0,0,0
7.8,1,1,0,77,3.8,55,57,0,0,0
8.6,1,2,2,82,4.3,82,83,1,1,1
7.7,1,2,2,90,4.7,58,85,1,1,1
8.3,2,3,0,90,4.8,87,79,1,1,1
7.4,1,1,1,64,3.9,63,61,0,0,0
7.8,1,2,0,83,4.7,55,85,0,1,0
8.5,0,2,0,90,4.4,79,61,1,1,1
7.5,1,2,1,76,4.4,70,75,0,1,0
8.3,0,3,0,86,4.5,69,78,1,1,1
6.7,1,2,1,80,4.5,59,62,0,1,0
7.7,1,3,2,81,4.8,55,73,0,1,0
7.5,1,1,3,74,4.6,80,65,1,1,1
6.6,1,3,0,87,4.7,83,84,1,1,1
6.6,1,3,2,79,4.5,60,71,1,1,1
8.2,2,3,0,85,4.7,72,87,1,1,1
7.8,1,1,0,85,4.0,59,75,1,1,0
8.0,1,1,1,79,4.6,66,67,1,0,0
6.5,1,1,0,64,4.1,63,68,0,0,0
7.7,1,3,0,74,4.7,73,67,0,1,1
8.6,2,3,1,90,4.3,71,82,1,1,1
6.5,1,1,0,65,4.3,61,70,0,0,0
6.9,1,1,0,67,3.8,70,60,0,0,0
6.5,1,2,1,79,3.9,57,71,0,1,0
6.5,1,3,1,79,3.5,75,72,0,1,0
6.5,1,3,1,78,3.2,79,76,0,0,0
8.4,1,3,2,75,4.5,79,62,1,1,0
8.5,2,3,2,84,4.7,87,80,1,1,1
7.2,1,3,0,68,4.4,84,82,0,0,0
7.6,1,1,0,81,3.3,57,65,1,1,0
7.0,1,2,2,82,3.9,62,64,0,0,0
8.1,1,2,1,68,4.8,76,74,1,1,1
7.5,2,2,1,63,4.0,55,68,1,1,0
8.6,0,2,1,79,3.8,69,86,1,1,1
7.3,1,3,1,79,3.3,72,69,0,1,0
8.9,1,2,1,76,4.8,76,81,1,1,1
8.1,1,1,1,86,4.5,73,69,0,1,0
7.6,0,1,0,70,4.6,77,64,0,1,1
7.6,1,2,0,86,4.7,55,87,0,1,0
7.3,1,1,0,75,3.9,55,61,0,0,0
6.5,1,1,0,68,4.3,60,66,1,0,0
8.4,0,1,3,83,4.3,71,74,1,1,0
8.1,2,3,2,90,4.8,79,87,1,1,1
7.8,1,2,0,72,3.6,60,64,1,1,0
8.3,1,3,0,84,4.4,82,80,1,1,1
6.7,1,1,1,67,4.0,55,69,0,1,0
8.0,0,1,0,81,4.5,75,82,0,0,0
7.1,1,2,0,87,4.2,69,72,1,1,1
8.5,1,2,1,75,4.7,72,65,1,0,0
6.6,1,1,0,90,3.9,55,66,0,1,0
7.4,0,1,0,76,3.7,62,68,0,1,0
7.4,1,2,0,85,4.6,60,68,0,1,1
7.8,1,1,0,66,4.1,61,82,0,1,0
8.5,2,3,2,90,4.8,80,82,1,1,1
6.5,1,2,0,71,4.3,59,72,0,0,0
8.1,0,3,1,90,4.7,81,86,1,1,0
8.6,0,3,0,90,4.0,75,85,1,0,0
8.4,2,1,0,86,4.6,57,82,1,1,0
7.5,1,1,0,72,4.3,71,69,0,1,0
8.1,0,3,0,90,4.5,78,85,1,0,1
7.6,0,1,0,86,4.2,55,70,0,1,0
7.8,0,1,1,71,3.9,55,74,0,0,0
7.4,0,1,0,62,3.9,55,61,0,0,0
8.3,0,1,1,77,4.7,79,82,1,1,1
6.5,0,1,0,68,4.5,66,74,0,0,0
7.9,1,1,1,73,4.3,55,82,0,0,0
8.1,1,2,0,68,4.7,67,87,0,1,1
7.1,1,1,1,66,4.2,55,65,0,0,0
7.6,1,2,0,73,4.2,58,72,1,1,0
6.5,1,2,0,71,4.4,55,61,0,0,0
7.2,1,1,1,69,3.7,65,70,0,0,0
6.7,0,1,0,78,3.8,61,62,0,1,0
7.0,0,1,1,66,3.8,55,65,0,0,0
6.5,2,1,2,80,4.6,57,66,1,0,1
7.5,0,1,0,60,3.5,55,63,0,0,0
7.6,1,1,0,65,4.1,55,65,1,0,0
6.7,1,1,2,69,3.5,77,58,0,0,0
6.7,0,1,0,82,3.8,67,63,0,0,0
8.4,2,2,2,71,3.4,59,81,0,1,0
8.5,1,3,2,89,4.8,81,86,1,1,1
8.8,2,2,2,77,3.9,87,81,1,0,0
8.2,1,2,0,69,3.9,68,63,1,1,0
6.7,0,3,1,67,4.2,63,63,1,0,0
8.0,1,1,0,81,4.4,70,71,1,1,0
7.3,1,2,1,86,3.4,63,74,0,1,0
8.2,2,3,3,90,4.2,78,77,1,1,0
8.1,2,3,0,74,4.3,82,84,1,1,0
7.6,1,2,0,78,3.8,71,64,0,0,0
6.8,1,1,1,67,4.1,59,66,0,0,0
8.2,0,1,2,77,4.3,68,68,0,0,0
7.5,1,1,1,68,4.3,61,67,0,0,0
8.5,1,3,2,89,4.8,82,83,1,1,1
8.1,2,3,0,88,4.6,78,67,1,1,1
6.7,1,2,0,71,4.3,57,80,0,0,0
8.8,0,1,0,84,4.5,58,69,0,1,1
8.3,2,3,2,90,4.5,82,85,1,1,1
7.9,1,3,1,77,4.3,84,85,1,1,1
8.0,0,1,0,75,3.6,67,84,0,1,0
7.8,2,2,2,89,4.7,82,80,1,1,1
7.8,2,3,2,90,4.8,77,86,1,1,1
7.4,1,1,0,63,3.8,62,70,0,1,0
8.2,1,1,2,86,3.4,80,71,0,1,0
6.5,2,2,1,76,3.9,60,68,1,1,0
7.7,1,3,2,83,4.7,83,86,1,1,0
8.3,2,3,2,90,4.8,73,87,1,1,1
7.5,1,2,1,64,4.2,70,64,0,1,0
7.8,2,3,1,85,4.8,79,83,1,1,1
7.7,0,1,1,74,4.0,62,65,0,1,0
8.2,2,3,2,85,4.8,85,81,1,1,1
7.4,1,1,2,81,4.6,68,85,1,1,1
8.4,1,3,0,81,4.7,55,87,0,1,0
8.2,2,3,2,90,4.8,73,78,1,1,1
7.8,1,2,1,70,4.3,59,71,1,1,1
7.6,1,1,0,78,4.2,55,62,0,0,0
7.5,1,2,0,76,4.7,59,73,0,1,0
7.5,1,2,1,79,4.5,61,70,0,1,0
7.6,1,3,1,90,4.5,70,80,1,1,0
7.4,1,2,0,74,4.1,66,68,1,1,0
8.3,1,1,2,79,3.7,82,76,1,1,1
7.6,1,1,0,81,4.0,55,70,0,0,0
8.0,0,3,2,82,4.8,73,82,1,0,1
8.3,1,3,2,90,4.8,83,88,1,1,1
7.7,1,1,0,63,3.9,65,68,0,0,1
7.5,1,1,1,69,3.4,59,71,0,1,0
7.4,0,1,0,72,4.5,55,75,0,1,0
8.4,0,1,0,76,4.2,55,85,1,1,1
7.0,1,1,1,63,3.7,55,73,1,1,0
8.3,2,3,2,90,4.8,78,83,1,1,1
7.5,1,1,1,76,3.9,77,67,0,1,0
7.7,1,3,2,86,4.4,83,67,1,1,1
8.3,2,3,2,90,4.7,71,73,0,1,1
7.5,1,1,1,77,4.1,77,67,1,0,0
7.6,2,1,3,67,3.7,55,68,0,1,0
8.1,1,3,2,90,4.3,73,86,1,1,1
7.9,1,3,1,80,4.8,79,87,1,0,1
8.4,1,1,2,78,4.1,73,79,0,1,0
8.0,1,3,0,87,4.3,81,77,1,1,1
7.5,1,2,0,78,4.4,67,62,1,1,1
7.7,0,2,0,70,4.0,55,66,0,1,0
7.6,1,1,0,71,3.9,55,78,1,1,1
7.6,1,1,0,66,4.1,67,73,0,0,0
6.5,0,2,0,70,4.4,55,71,1,1,0
8.4,0,3,2,90,4.6,66,84,1,1,0
7.8,0,1,1,77,4.3,60,68,0,0,1
8.4,0,3,2,78,4.8,85,65,0,1,1
8.5,2,3,2,90,4.8,82,70,1,1,1
8.0,0,3,3,72,4.5,71,81,1,1,1
7.5,1,1,0,81,3.8,56,58,1,1,0
7.0,1,2,2,90,4.5,55,82,1,1,1
7.6,0,1,1,69,4.5,55,71,0,0,1
7.6,1,1,0,60,4.2,73,65,0,1,0
7.4,1,3,0,87,4.8,72,85,1,1,1
7.9,1,1,0,83,4.8,89,85,1,1,1
8.3,2,3,0,84,3.9,55,86,1,1,1
6.7,0,3,0,70,4.7,89,67,1,0,0
7.2,1,3,2,87,4.8,81,88,1,1,1
8.2,2,3,2,86,4.5,87,63,1,1,1
7.7,1,1,1,70,4.1,57,71,0,0,0
7.5,0,1,0,81,4.4,66,67,0,0,0
8.2,1,3,1,80,4.8,72,82,1,1,1
8.2,1,2,0,87,4.2,81,80,1,1,0
7.5,1,1,0,71,3.7,69,84,1,1,0
6.8,1,2,1,71,3.7,56,62,0,1,0
6.5,0,1,1,66,3.6,55,70,0,0,0
7.5,1,1,1,82,4.6,55,65,0,1,0
8.5,2,3,2,90,4.6,74,85,1,1,1
7.5,1,1,1,80,4.1,55,65,0,1,0
7.7,1,1,0,68,4.3,65,67,0,1,0
7.3,1,2,0,68,3.8,59,57,0,1,0
6.5,1,1,1,73,4.2,55,57,0,0,0
7.9,0,1,0,88,4.3,73,81,1,1,0
8.0,2,2,2,77,4.8,76,80,1,0,0
8.4,2,3,3,90,4.6,70,78,1,1,1
7.1,2,1,2,77,4.1,61,68,1,1,0
7.7,2,1,1,70,3.5,66,67,1,1,1
6.6,1,1,1,72,4.3,63,74,0,0,0
8.4,0,3,0,87,4.6,57,71,1,1,1
8.4,1,3,0,84,4.1,80,75,1,1,0
8.5,2,3,2,90,4.8,83,87,1,1,1
8.4,2,1,2,84,4.5,60,85,1,1,0
7.0,0,2,1,73,3.9,64,59,0,0,0
8.4,2,2,0,90,4.1,76,78,1,1,0
6.8,1,1,0,74,4.2,58,73,0,1,0
7.6,1,3,1,77,4.1,63,87,1,0,1
7.8,2,3,2,84,4.4,87,80,1,0,0
8.1,2,2,1,65,4.8,56,68,1,0,0
7.5,1,1,0,81,4.2,55,59,0,1,0
8.3,2,3,2,90,4.4,84,86,1,1,1
8.3,1,2,2,76,4.5,74,70,0,1,1
8.2,1,3,2,84,4.4,70,83,1,1,1
7.4,1,3,2,81,4.5,73,83,1,1,0
7.5,1,1,1,83,4.4,56,63,0,1,0
7.6,0,2,1,81,4.4,70,63,1,1,1
6.7,1,1,1,75,3.8,65,71,0,0,0
7.8,2,3,1,79,3.9,82,64,1,1,0
7.4,0,1,1,64,4.7,76,71,0,1,0
8.6,1,3,0,74,4.4,86,81,1,1,1
8.1,2,3,2,90,4.8,72,83,1,1,1
7.6,2,1,1,85,4.4,59,75,0,1,0
7.4,1,3,1,73,4.4,55,74,0,1,0
8.3,2,2,0,90,4.3,61,71,1,1,1
7.6,0,3,0,85,4.3,64,83,0,1,1
7.9,2,3,2,90,4.8,88,77,1,0,1
8.4,2,3,2,89,4.5,75,87,1,1,1
8.4,0,3,2,88,3.7,76,85,1,1,1
8.5,1,3,2,90,4.8,88,87,1,1,0
8.5,2,3,2,90,4.3,79,83,1,1,1
7.5,1,1,0,85,4.5,55,70,0,0,0
8.8,1,3,2,89,4.4,77,76,1,1,1
8.3,1,3,1,66,4.3,78,71,0,0,0
8.1,1,1,0,76,4.2,75,83,0,1,1
8.2,1,1,2,85,4.8,79,82,1,1,1
8.3,1,1,0,80,3.6,80,75,0,1,0
6.7,1,1,0,71,4.5,58,59,0,0,0
7.1,1,1,1,76,4.2,81,82,1,1,1
7.4,1,2,0,76,3.5,62,60,0,1,0
8.4,0,3,0,83,4.5,85,67,1,1,1
8.0,2,1,2,81,3.9,64,70,0,0,1
8.4,2,3,2,89,4.8,87,83,1,1,1
7.8,1,1,0,79,4.6,76,63,0,0,0
8.9,2,2,0,90,4.8,72,87,1,1,1
8.2,2,3,1,90,4.8,84,78,1,1,1
7.6,0,1,1,68,4.1,63,64,0,0,0
8.7,2,3,2,78,4.8,85,75,1,1,1
7.2,1,2,0,75,4.2,73,70,1,1,1
8.4,2,3,0,83,4.4,85,82,1,1,1
7.5,1,1,0,64,4.0,58,71,0,0,0
7.4,1,2,0,76,4.5,68,73,0,0,0
6.7,1,1,0,82,3.7,55,58,0,1,0
7.0,1,2,1,84,3.9,57,64,0,1,0
7.8,1,3,2,82,4.8,78,77,1,0,1
8.1,2,3,2,90,4.6,77,81,1,1,1
7.5,1,1,0,69,4.5,64,66,0,0,0
7.4,1,1,0,77,3.8,55,73,0,1,0
6.6,0,1,0,63,4.2,61,70,0,0,0
6.6,0,1,1,72,3.5,80,66,0,1,0
8.3,1,3,2,90,4.3,80,84,1,1,1
6.7,1,1,0,70,3.7,56,68,0,1,0
9.0,2,3,2,84,4.4,77,80,1,1,0
8.1,1,3,2,90,4.7,72,88,0,1,1
7.5,1,1,0,75,4.8,68,68,0,1,0
8.2,1,2,0,83,4.1,58,85,0,1,0
7.7,1,1,0,74,3.3,57,73,0,1,0
8.2,2,3,2,78,4.8,83,83,1,1,1
7.5,0,1,0,78,4.0,55,71,0,0,0
6.8,1,3,2,79,4.4,71,87,1,1,1
8.4,0,3,0,90,4.5,71,83,1,1,1
7.7,1,3,2,87,4.8,70,88,1,1,1
8.2,2,1,0,82,4.7,63,72,1,1,1
8.3,1,3,2,79,4.7,76,78,1,1,0
6.6,2,2,2,71,3.6,63,69,0,0,0
8.6,2,1,3,80,4.5,83,81,1,1,1
6.5,1,2,1,74,3.9,77,71,0,1,0
7.5,1,3,1,72,4.4,76,85,0,1,0
8.2,2,3,0,87,4.3,83,84,1,1,1
7.2,1,2,1,76,4.1,73,65,0,0,0
7.6,1,1,1,86,4.1,57,64,0,0,0
6.5,1,1,0,64,4.4,61,73,0,1,0
7.4,1,2,0,79,4.2,79,71,0,1,1
8.6,1,2,1,70,4.1,55,68,0,1,0
7.7,2,3,0,80,4.8,73,83,1,1,1
7.6,1,2,2,80,4.5,77,71,0,1,1
8.6,1,3,3,90,4.8,72,85,1,1,1
7.3,1,1,0,71,3.8,61,64,1,0,0
7.7,2,1,0,74,4.1,78,68,1,1,1
7.8,1,3,0,82,4.2,60,86,1,0,1
8.4,2,1,0,77,4.6,55,60,0,1,0
7.5,1,3,0,84,4.2,82,69,1,1,1
7.5,2,3,2,80,4.5,77,67,1,1,0
7.8,1,3,2,88,4.6,76,81,1,0,1
6.5,1,1,1,68,4.7,59,73,0,0,0
6.8,1,2,2,70,4.0,62,69,1,1,0
7.5,1,1,0,71,3.6,61,71,1,0,1
7.9,1,1,0,74,4.5,56,70,1,1,1
7.4,2,3,0,80,4.0,79,62,0,1,0
8.4,1,1,1,70,3.7,55,63,1,1,0
7.6,0,1,1,79,3.5,67,63,1,1,1
8.3,1,3,0,82,4.6,73,88,1,1,0
7.2,2,1,1,89,4.0,77,83,1,1,0
8.3,1,3,1,89,4.8,79,84,1,1,1
6.6,1,1,1,80,3.5,70,72,0,0,0
8.4,0,3,1,90,4.5,75,82,1,1,1
8.2,0,2,1,69,3.5,58,64,0,1,0
8.0,2,3,1,78,4.5,79,80,1,1,1
8.4,2,3,2,90,4.6,69,82,1,1,1
8.4,1,3,2,84,4.8,80,88,1,1,1
7.3,1,2,1,68,3.9,56,65,0,0,0
6.5,1,2,2,88,4.7,77,69,1,1,1
7.4,0,2,1,79,4.6,61,67,0,1,0
8.3,2,3,2,90,4.7,73,74,1,1,1
8.3,2,2,1,64,4.0,55,65,0,1,1
7.8,1,1,2,74,3.8,60,81,0,1,0
8.2,2,3,2,90,4.6,85,85,1,1,1
8.2,1,3,1,88,3.9,79,68,0,0,0
7.7,1,1,0,76,4.1,55,64,0,1,0
6.5,1,3,2,73,4.3,55,68,1,1,1
8.3,2,2,2,90,4.7,73,85,0,1,0
8.5,1,3,2,89,4.3,77,70,1,1,1
8.3,0,3,1,79,4.5,55,64,1,0,0
6.6,2,2,0,75,4.4,80,62,0,0,0
8.8,2,3,3,79,4.4,67,82,1,1,1
8.4,2,3,2,90,4.8,78,85,1,1,1
7.9,1,3,1,90,4.8,76,81,1,1,1
8.0,0,1,3,90,4.8,81,82,1,1,1
8.0,1,3,0,90,4.4,77,87,1,1,1
7.6,2,3,2,90,4.8,75,86,1,1,1
8.8,2,3,2,90,4.8,74,88,1,1,1
7.6,0,1,0,76,4.1,65,67,0,0,0
7.6,1,3,0,69,3.9,74,72,1,1,1
8.7,2,3,3,89,4.5,72,87,1,1,1
6.6,0,1,1,78,4.4,55,73,0,1,0
7.3,0,1,2,82,4.7,78,87,1,1,1
6.5,1,1,1,80,4.4,60,65,0,1,0
8.6,2,2,2,81,4.8,78,81,1,1,1
7.5,1,2,1,71,4.0,82,65,0,0,0
8.5,1,3,2,87,4.8,67,85,1,1,1
8.4,1,3,2,90,4.8,77,79,1,1,1
7.4,1,1,1,80,3.6,78,74,1,1,0
7.5,1,2,0,70,3.4,55,66,0,1,0
7.4,0,1,1,70,3.9,57,69,0,0,0
7.6,1,1,1,63,4.5,70,63,0,0,0
8.0,2,3,0,90,4.7,73,87,0,1,1
8.0,2,3,2,90,4.8,78,85,1,1,1
7.3,1,1,1,68,4.2,55,61,0,0,0
7.5,0,2,0,67,4.3,55,68,1,1,0
6.7,0,1,0,80,3.1,55,63,0,1,0
7.7,1,1,0,79,4.3,85,71,1,1,0
6.5,1,3,2,84,4.6,55,71,0,1,1
7.5,1,1,1,63,3.5,55,64,0,0,0
7.3,1,1,2,81,3.7,58,76,0,1,0
7.5,2,2,2,90,4.2,70,87,1,1,0
8.5,2,3,1,85,4.1,89,79,1,1,1
8.3,2,3,2,90,4.5,87,86,1,1,1
7.6,0,1,0,90,4.1,77,79,0,1,0
8.6,1,2,0,77,4.5,80,84,1,1,1
8.1,0,3,2,81,4.2,90,84,1,1,1
8.3,1,3,2,90,4.5,77,81,0,1,0
8.3,0,3,2,89,4.8,86,85,1,1,1
7.9,1,2,0,78,4.5,75,81,1,1,1
7.6,2,3,2,81,4.3,86,69,1,1,1
7.7,1,1,0,86,4.1,55,70,0,1,0
7.6,1,2,0,84,3.6,75,60,0,1,1
6.5,1,3,1,75,4.5,59,64,1,1,0
6.6,0,1,1,77,4.3,82,66,1,1,0
8.0,1,3,0,86,4.4,78,88,1,1,0
8.0,1,2,2,72,4.3,82,81,1,1,0
8.5,1,1,2,86,4.5,74,83,1,1,1
7.7,1,1,1,73,4.4,82,81,1,1,0
6.5,1,2,0,60,4.7,55,63,0,1,0
8.1,2,3,2,90,4.8,71,86,1,1,1
6.5,0,3,2,72,4.1,87,80,1,1,1
6.7,0,1,0,76,4.0,55,70,0,1,0
8.1,1,2,1,77,3.8,70,64,1,0,0
8.0,2,2,2,86,4.8,84,82,1,1,1
8.3,2,3,2,82,4.3,74,60,0,1,1
8.6,1,2,3,76,4.7,81,80,1,1,0
7.4,1,2,0,89,3.6,62,72,0,0,0
8.2,1,3,0,90,4.7,80,80,1,1,1
8.3,0,3,2,86,4.7,82,86,1,1,1
6.7,1,1,1,67,4.2,72,73,0,0,0
7.5,1,3,2,83,4.8,72,82,0,1,0
8.6,2,3,2,90,4.8,87,84,1,1,1
8.3,2,3,2,84,4.0,78,86,1,1,0
7.4,1,2,1,70,3.8,70,68,1,1,0
8.4,2,3,2,86,4.8,74,81,1,1,1
8.1,1,3,0,77,4.1,70,84,0,1,0
6.7,1,1,1,67,3.4,56,62,0,0,0
8.1,1,3,2,90,4.4,77,86,1,1,1
7.4,1,1,0,80,4.1,75,68,0,1,0
7.8,2,3,2,90,4.8,71,84,1,1,1
7.9,0,2,1,76,4.7,82,82,1,1,0
8.4,1,2,1,87,4.7,76,67,0,1,0
6.9,1,1,1,64,3.5,68,66,0,0,0
6.7,1,1,0,83,4.2,55,57,0,0,0
7.1,1,2,1,73,3.9,79,72,0,1,1
7.6,0,1,0,81,4.4,84,83,1,1,1
7.5,0,3,2,78,4.2,81,86,1,1,0
7.9,1,3,1,81,4.5,75,73,0,1,1
7.5,0,3,2,90,4.3,89,86,0,1,1
8.0,2,3,2,90,4.8,68,85,1,1,1
7.4,0,2,1,76,4.0,69,73,0,1,0
8.5,2,1,0,86,4.5,80,82,1,1,1
8.0,0,3,1,83,4.4,83,79,1,1,1
7.3,1,2,1,67,4.6,59,80,0,0,0
6.6,1,2,1,62,3.7,73,60,0,1,0
8.5,2,3,2,90,4.6,80,87,1,1,1
7.5,1,3,1,66,3.8,69,72,0,1,0
7.7,1,1,0,79,4.6,88,61,0,0,0
7.6,1,2,1,67,4.4,61,73,1,1,1
8.6,2,3,2,90,4.8,73,88,1,1,1
8.4,1,3,0,86,4.7,80,70,1,1,1
7.7,1,1,3,79,4.1,82,82,1,1,1
8.2,1,3,2,86,4.8,86,83,1,1,1
8.6,2,3,2,90,4.8,76,88,1,1,1
6.5,1,2,1,79,4.1,60,60,0,1,0
8.5,1,2,0,75,4.5,65,73,0,1,0
7.5,1,2,1,90,3.8,82,86,1,1,1
6.7,1,2,1,68,4.3,56,68,0,1,0
8.4,2,3,2,90,4.8,69,83,1,1,1
7.5,1,1,0,60,3.7,55,74,0,1,0
8.5,1,1,2,82,4.4,82,85,1,1,1
8.5,1,2,2,90,4.6,79,84,1,1,1
7.6,1,3,0,90,4.8,75,85,1,1,1
7.6,1,3,0,75,4.2,76,76,1,0,1
8.3,0,3,2,90,4.8,90,84,1,0,1
8.1,2,3,2,89,4.6,73,83,1,1,0
6.7,1,2,1,76,3.2,55,80,0,1,0
7.7,1,3,1,78,3.9,66,83,1,0,0
6.7,0,1,0,77,4.1,63,68,0,0,0
6.5,0,1,0,60,3.9,64,66,0,0,0
6.7,1,1,2,89,4.3,73,67,1,1,0
8.5,2,3,2,83,4.6,73,81,1,1,1
7.7,1,2,2,80,4.5,78,84,0,1,1
8.1,0,2,2,75,4.3,84,88,1,1,1
6.5,2,1,1,73,4.3,86,81,1,0,0
8.0,1,3,1,87,3.9,56,66,0,1,0
7.4,1,2,0,69,4.1,58,71,0,0,0
7.4,1,2,1,71,3.5,74,64,0,0,0
8.2,2,1,0,79,4.6,63,65,1,0,0
7.4,1,2,1,71,4.1,62,72,0,1,0
7.9,1,3,1,76,4.3,62,65,0,0,0
8.1,2,1,1,75,4.7,60,70,1,1,0
8.3,2,3,2,90,4.8,90,85,1,1,1
8.1,0,2,2,86,4.6,57,79,1,1,0
8.4,2,3,2,90,4.8,70,86,1,1,1
9.1,1,1,0,75,3.8,55,62,0,0,1
8.2,1,3,2,90,4.8,77,87,1,1,1
7.7,0,1,0,82,4.1,56,75,0,1,0
6.7,1,1,1,68,4.8,57,65,1,0,0
8.3,2,3,2,90,4.7,85,82,1,1,1
8.0,1,3,2,90,4.8,69,85,1,1,0
8.3,2,3,2,87,4.7,84,80,1,1,1
7.9,1,3,2,89,4.8,78,84,1,1,1
7.5,1,1,0,63,4.5,59,58,0,1,0
8.0,2,3,0,90,4.8,89,80,1,1,1
8.5,2,1,0,79,4.8,55,72,1,0,1
7.9,1,2,3,80,4.7,78,73,1,1,0
7.7,0,1,1,78,4.6,74,66,1,1,0
7.4,1,2,1,74,3.9,76,74,0,1,0
6.5,1,2,1,77,4.0,55,63,0,0,0
7.7,2,2,0,75,4.5,78,72,1,1,0
7.5,1,2,1,79,4.4,55,77,1,0,1
8.6,1,3,2,90,4.8,78,87,1,1,1
8.5,2,3,2,90,4.8,82,87,1,1,1
7.5,1,1,0,66,3.9,55,78,0,1,0
7.6,0,1,0,82,4.3,71,72,0,1,0
7.5,0,1,0,72,4.3,56,66,0,1,0
7.5,0,1,0,71,3.8,59,69,0,1,0
7.0,1,3,2,87,3.9,64,72,1,1,0
6.5,1,1,1,84,4.4,72,87,1,1,1
7.6,2,2,2,83,4.8,71,85,1,1,1
7.7,1,1,1,68,4.6,65,65,1,0,0
7.7,1,1,1,64,3.9,58,66,0,0,0
6.6,0,1,1,68,3.8,64,67,0,0,0
6.9,1,1,0,61,3.5,66,66,0,0,0
7.4,2,2,1,81,4.4,66,88,1,1,1
8.1,2,2,0,83,4.4,74,82,0,0,0
6.9,0,1,0,81,4.0,74,71,0,1,0
8.3,0,3,2,80,4.7,79,85,1,1,0
7.7,1,3,2,81,4.7,73,66,1,1,0
8.5,1,1,2,75,4.8,75,62,0,1,1
7.5,1,2,0,83,4.2,60,71,0,1,0
8.1,0,2,1,88,4.8,62,81,0,1,1
7.9,0,2,2,85,4.8,75,83,1,1,0
7.7,2,3,2,89,4.5,74,85,0,1,0
7.5,0,3,2,83,4.4,78,88,1,1,1
8.2,1,3,0,82,4.1,85,86,1,1,0
8.6,1,2,1,73,4.7,76,66,1,1,0
6.7,1,1,1,77,3.4,59,72,0,1,0
7.6,0,1,1,80,4.6,55,64,0,0,0
